"collection1"
"quote","quoteLink"
"Jeremy Grey:
I don't give a baker's fuck!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
[about Gloria]
She took me below deck for forty-five minutes. I have no bodily fluids left in me.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Secretary Cleary:
It wouldn't kill you to play some competitive sports, once in a while.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Todd Cleary:
[suddenly incensed]
Would that make you love me?","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"Jeremy Grey:
A friend in need is a pest.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Secretary Cleary:
Well, the guy wants to run for president, he thinks Moby Dick is a venereal disease.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"[Claire enters the bathroom and finds Sack vomiting in the toilet]"
"Claire Cleary:
Are you okay?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
Well, Claire. My head's buried in a toilet. What do you think? You do the math.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Claire Cleary:
Honey, it's ok to be vulnerable sometimes, it's just me.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
You know, you can just cut that psycho babble bullshit your mom tells you ok? You wanna help me out? Do ya? Do ya kid? Why don't you go get me a 7Up, ok? All right, 'cause I think I might get vulnerable again.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"[seeing Gloria throwing a tantrum in front of her father]"
"Jeremy Grey:
Looks like a little kid at Toys-R-Us.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[pause]"
"Jeremy Grey:
I can't be around her.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Get off your high horse and stop judging people.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[after playing football]"
"Kathleen Cleary:
Boy, it's hot out here.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
Yeah.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
You should've played in your underwear.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"Jeremy Grey:
I can't take any more of this fucking shit!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
That's interesting John, that glass looks half full to me.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Wow, now that you mention it, it *is* half full.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[Todd gets up angrily from the dining table]"
"Todd Cleary:
I'll be in my room, painting.","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"[pause]"
"Todd Cleary:
Homo things!","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"John Beckwith:
[to a group of children at a wedding]
Love doesn't exist, that's what I'm trying to tell you guys. And I'm not picking on love, 'cause I don't think friendship exists either.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
Oh, *you're* gonna cover me.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
Like white on rice.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
All right I like my odds here. Let me give you a little warning, I'm going downtown. Look for me in the endzone after this play, I'll be the guy holding the ball.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Mrs. Reinhold, Chazz's Mom:
Pick up your fucking skateboard!","http://www.imdb.com/name/nm0429760/?ref_=tt_trv_qu"
"[Gloria is treating Jeremy's badly cut leg]"
"Jeremy Grey:
Oh Jesus Christ, it burns.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
Poor baby.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
It stings.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
You want me to blow on it?","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
[thinking it's a blow job]
No! No! I don't need any blowing.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
Jeremy... I'm not wearin' any panties. Let's rock!","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"[Gloria spins her hair around]"
"Jeremy Grey:
Ok. Ok. That was nice. I don't understand what's going on. It's like, eight hours ago you were a shy little virgin, and now you're not wearing any panties. I'm just trying to catch up with you here.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
You do that to me? Ooh...","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"[she grabs Jeremy's crotch]"
"Gloria Cleary:
Where's my little friend? Where's my little friend?","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
[panicking]
He's tired! He's tired! He's in time-out! He's in time-out!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
That's not how you cut cake, you gotta treat cake like a lady!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[first lines]"
"Mr. Kroeger:
I don't have custody of the kids.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Mrs. Kroeger:
You know what?","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Mr. Kroeger:
I don't get custody.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Mrs. Kroeger:
It is an insane pathetic joke, what I've had to go through.","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Mr. Kroeger:
Right now, right now, she doesn't know where the kids are, do you?","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Mrs. Kroeger:
Do not talk about me as a mother.","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"[after Sack announces his engagement to Claire at the dining table]"
"Ken Cleary:
Congratulations, young man! Welcome to the family!","http://www.imdb.com/name/nm1614669/?ref_=tt_trv_qu"
"Secretary Cleary:
It's crap!","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Jeremy Grey:
Guys, the real enemy here, is the institution of marriage, it unrealistic, it's crazy!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
Gloria, I apologize to you as I don't seem real eager to jump into a forced, awkward intimate situation that people like to call dating. I don't like the feeling. You're sitting there, you're wondering, 'Do I have food on my face? Am I eating? Am I talking too much? Are they talking enough? Am I interested? I'm not really... And when am i supposed to kiss her? Do I have to wait for the door? 'Cause then it's awkward, it's like 'Well, good night.' Do you do like to ass-out hug? Where you like... you hug each other like this, and the ass sticks out because you're trying not to get too close. Or do you go right in and just kiss 'em on the lips?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[John walks toward Claire, who is on the swing]"
"John Beckwith:
You can't marry this guy.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
Why?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
Because I've fallen for you.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
And do ya maybe feel the same way?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
Maybe.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
[relieved]
Maybe. That's all I needed to know.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
[exhales in frustration]
But this is crazy, because I don't know any...","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
Why?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
I don't know anything about you!","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
What do you mean?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
You do investments in New Hampshire, and you have a... crazy brother...","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
Well, actually, I need to talk to you about that. I'm not a big deal, but maybe youn wanna sit back on the swing.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[a gunshot is heard from inside the Cleary mansion; Grandma Cleary is chasing Jeremy outside]"
"Jeremy Grey:
RUN! JOHNNY! She's tryin' to kill me!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[shouting continues]"
"Claire Cleary:
Grandma!","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
Whoa! Whoa!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Get the gun from her!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Secretary Cleary:
Put the gun down! Mother, stop!","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Jeremy Grey:
This is the real world, lady! You can't just go shooting people on a whim!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
[shocked]
What did you do?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
[to Father O'Neil]
I told you that in confidence. That was a confession!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Claire Cleary:
What are you talking about?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
Why don't you tell her, John?","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"John Beckwith:
I don't know what goin' on.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Sack Lodge:
[whispers]
You don't know?","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"John Beckwith:
I'm playing Catch-up too.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[Sack punches John in the chest]"
"Claire Cleary:
[yells]
Sack! What are you doing?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
You remembering yet? You remember yet?","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Claire Cleary:
[to John]
Are you okay? Sack!","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
They're not who they say they are, Claire. Those aren't even their real names.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Claire Cleary:
What?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
No, everything they told you was a lie.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Claire Cleary:
[confused]
I-I don't understand what your saying.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
Claire, they crash weddings. They crash weddings so that they can sleep with girls. Everything that they told us has been a complete fabrication!","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Claire Cleary:
You're joking.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
All of it was a - Don't you fuckin' get up!","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Claire Cleary:
Sack, will you just stop?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Sack Lodge:
[backs away]
Okay. Okay.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"[Claire demands the truth]"
"Claire Cleary:
Is that true?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
[hesitates]
No - Well, no, it's... not entirely.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
No. It's a 'Yes' or 'No' question.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
I know, but it's complicated.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
[turns angry]
Yes or No?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"[the family looks on John and Jeremy in disbelief]"
"Claire Cleary:
Yes or No?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
Yes...","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[the family is shocked and upset; Claire is at a loss for words]"
"John Beckwith:
with shades of grey.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
[to Gloria]
I'm not perfect. But who are we kidding? Neither are you. And you wanna know what? I dig it!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
I'm getting married.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Get out.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[Points at the door]"
"Jeremy Grey:
But you just said you were happy...","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I'm hanging by a thread. I'm reading don't-kill-myself books.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
You said the book wasn't yours.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Don't worry about the book. It's not mine. But I glanced at it.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
He's the best man.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Mrs. Kroeger:
He can have the miles.","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Mr. Kroeger:
Nah, sweetie. You take the miles.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"

